Back to ToC,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Reference_ID,Value,Organization Subtype,Location Name,Location ID,Superior Organization Name,Superior_Organization_ID,Comments,Sup Org Manager,Inactive
6333019115,,,,,,,,,,NEW6333019115,Child Health Research Ctr-NHMRC Principal Research Fello,Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,NEW6333015683,,,
6333021180,,,,,,,,,,NEW6333021180,Child Health Research Ctr-Research Manager,Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,NEW6333015683,,,
6333021731,,,,,,,,,,NEW6333021731,Child Health Research Ctr-Senior Clinical Research Fello,Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,SUP0000000700,,,
6333021942,,,,,,,,,,NEW6333021942,Child Health Research Ctr-Senior Research Scientist/Fell,Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,NEW6333021731,,,
6333024722,,,,,,,,,,NEW6333024722,Child Health Research Ctr-Postdoctoral Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Child Health Research Ctr,SUP0000000700,,,
6333024723,,,,,,,,,,NEW6333024723,Child Health Research Ctr-Research Manager,Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,SUP0000000700,,,
633,,,,,,,,,,SUP0000000700,Child Health Research Ctr-Uni/Faculty Centre Director,Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,SUP00000007,,,
6333025560,,,,,,,,,,NEW6333025560,Child Health Research Ctr-Research Manager,Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,NEW6333021731,,,
6333028636,,,,,,,,,,NEW6333028636,Child Health Research Ctr-Unpaid Functional Reports To,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Child Health Research Ctr,NEW13028430,,,
6333029200,,,,,,,,,,NEW6333029200,Child Health Research Ctr-Academic Title (Non Bulk Pos),Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,SUP0000000700,,,
6333029202,,,,,,,,,,NEW6333029202,Child Health Research Ctr-Academic Title (Non Bulk Pos),Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,SUP0000000700,,,
6333029526,,,,,,,,,,NEW6333029526,Child Health Research Ctr-Project Officer,Schl/Faculty Centre/Discipline,Herston Campus,S50,Child Health Research Ctr,NEW6333036801,,,
633,,,,,,,,,,SUP0000000700,Child Health Research Ctr-Uni/Faculty Centre Director,Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,SUP00000007,,,
6333036801,,,,,,,,,,NEW6333036801,Child Health Research Ctr-Professor Child and Youth Psy,Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,SUP0000000700,,,
6333036804,,,,,,,,,,NEW6333036804,Child Health Research Ctr-Chair in Paediatric Rehab,Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,SUP0000000700,,,
6333038915,,,,,,,,,,NEW6333038915,Child Health Research Ctr-Advance Qld Research Fellow,Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,NEW6333015683,,,
6333039631,,,,,,,,,,NEW6333039631,Child Health Research Ctr-Chair in Paediatric Rehab,Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,SUP0000000700,,,
6333040698,,,,,,,,,,NEW6333040698,Child Health Research Ctr-Research Fellow,Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,SUP0000000700,,,
6333041040,,,,,,,,,,NEW6333041040,Child Health Research Ctr-Academic Title-Senior Lecturer,Schl/Faculty Centre/Discipline,Princess Alexandra Hosp,S76,Child Health Research Ctr,SUP0000000700,,,
6333044932,,,,,,,,,,NEW6333044932,Child Health Research Ctr-Research Operations Manager,Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,NEW6333045767,,,
6333045306,,,,,,,,,,NEW6333045306,Child Health Research Ctr-Associate Professor (Sec),Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,SUP0000000700,,,
6333045767,,,,,,,,,,NEW6333045767,Child Health Research Ctr-Professor (Secondment),Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,SUP0000000700,,,
6333045926,,,,,,,,,,NEW6333045926,Child Health Research Ctr-Senior Research Partnerships a,Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,NEW6333015683,,,
6333048358,,,,,,,,,,NEW6333048358,Child Health Research Ctr-Senior Epidemiologist,Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,NEW6333045306,,,
6333048472,,,,,,,,,,NEW6333048472,Child Health Research Ctr-Academic Title-Non Bulk Pos.,Schl/Faculty Centre/Discipline,TRI,S46,Child Health Research Ctr,SUP0000000700,,,
6333048481,,,,,,,,,,NEW6333048481,Child Health Research Ctr-Academic Title-Non Bulk Pos.,Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,SUP0000000700,,,
6371013754,,,,,,,,,,NEW6371013754,Sch Agricult and Food Sc-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373015358,,,
6371023720,,,,,,,,,,NEW6371023720,Sch Agricult and Food Sc-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373002727,,,
6371025955,,,,,,,,,,NEW6371025955,Sch Agricult and Food Sc-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6371101651,,,,,,,,,,NEW6371101651,Sch Agricult and Food Sc-Associate Lecturer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6371101781,,,,,,,,,,NEW6371101781,Sch Agricult and Food Sc-Associate Professor,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6371102067,,,,,,,,,,NEW6371102067,Sch Agricult and Food Sc-Technical Services Coordinator,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6373040929,,,
6371108089,,,,,,,,,,NEW6371108089,Sch Agricult and Food Sc-Associate Professor,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6371129451,,,,,,,,,,NEW6371129451,Sch Agricult and Food Sc-Professor of Animal Science,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6371162052,,,,,,,,,,NEW6371162052,Sch Agricult and Food Sc-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373002727,,,
6371169084,,,,,,,,,,NEW6371169084,Sch Agricult and Food Sc-Research Officer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6371169121,,,,,,,,,,NEW6371169121,Sch Agricult and Food Sc-Senior Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6371207887,,,,,,,,,,NEW6371207887,Sch Agricult and Food Sc-Senior Lecturer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6371288473,,,,,,,,,,NEW6371288473,Sch Agricult and Food Sc-Professor,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6371288480,,,,,,,,,,NEW6371288480,Sch Agricult and Food Sc-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373002727,,,
6371295228,,,,,,,,,,NEW6371295228,Sch Agricult and Food Sc-Associate Lecturer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6373015358,,,
6371296016,,,,,,,,,,NEW6371296016,Sch Agricult and Food Sc-Senior Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373002727,,,
6373001442,,,,,,,,,,NEW6373001442,Sch Agricult and Food Sc-Academic Level D,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6373001586,,,,,,,,,,NEW6373001586,Sch Agricult and Food Sc-Associate Professor,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6371108089,,,
6373002727,,,,,,,,,,NEW6373002727,Sch Agricult and Food Sc-Professor,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6373003702,,,,,,,,,,NEW6373003702,Sch Agricult and Food Sc-Senior Lecturer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6371108089,,,
6373004412,,,,,,,,,,NEW6373004412,Sch Agricult and Food Sc-Dept Postdoc Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6371023720,,,
6373004607,,,,,,,,,,NEW6373004607,Sch Agricult and Food Sc-Professor,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6373004663,,,,,,,,,,NEW6373004663,Sch Agricult and Food Sc-Technical Officer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6371102067,,,
6373004665,,,,,,,,,,NEW6373004665,Sch Agricult and Food Sc-Technical Officer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6371102067,,,
6373007404,,,,,,,,,,NEW6373007404,Sch Agricult and Food Sc-Postdoctoral Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6371162052,,,
6373007810,,,,,,,,,,NEW6373007810,Sch Agricult and Food Sc-Technical Officer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6373015086,,,
6373009546,,,,,,,,,,NEW6373009546,Sch Agricult and Food Sc-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373002727,,,
6373011229,,,,,,,,,,NEW6373011229,Sch Agricult and Food Sc-Senior Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373002727,,,
6373011240,,,,,,,,,,NEW6373011240,Sch Agricult and Food Sc-Postdoctoral Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373012006,,,,,,,,,,NEW6373012006,Sch Agricult and Food Sc-Postdoctoral Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373012474,,,,,,,,,,NEW6373012474,Sch Agricult and Food Sc-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373015358,,,
6373012714,,,,,,,,,,NEW6373012714,Sch Agricult and Food Sc-Senior Research Fellow,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6371108089,,,
6373013686,,,,,,,,,,NEW6373013686,Sch Agricult and Food Sc-Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373014977,,,,,,,,,,NEW6373014977,Sch Agricult and Food Sc-Associate Professor,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6373015083,,,,,,,,,,NEW6373015083,Sch Agricult and Food Sc-Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373015085,,,,,,,,,,NEW6373015085,Sch Agricult and Food Sc-Technical Mgr,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6373023131,,,
6373015086,,,,,,,,,,NEW6373015086,Sch Agricult and Food Sc-Technical Services Coordinator,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6373040929,,,
6373015088,,,,,,,,,,NEW6373015088,Sch Agricult and Food Sc-Senior Technical Officer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6373023238,,,
6373015093,,,,,,,,,,NEW6373015093,Sch Agricult and Food Sc-Technical Services Coordinator,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373040929,,,
6373015096,,,,,,,,,,NEW6373015096,Sch Agricult and Food Sc-Senior Technical Officer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373015093,,,
6373015097,,,,,,,,,,NEW6373015097,Sch Agricult and Food Sc-Senior Technical Officer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373040929,,,
6373015206,,,,,,,,,,NEW6373015206,Sch Agricult and Food Sc-Professor,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6373015358,,,
6373015209,,,,,,,,,,NEW6373015209,Sch Agricult and Food Sc-Senior Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6371288473,,,
6373015213,,,,,,,,,,NEW6373015213,Sch Agricult and Food Sc-Principle Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373015358,,,
6373015270,,,,,,,,,,NEW6373015270,Sch Agricult and Food Sc-Associate Professor,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6373015358,,,
6373015273,,,,,,,,,,NEW6373015273,Sch Agricult and Food Sc-Senior Research Officer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373015274,,,,,,,,,,NEW6373015274,Sch Agricult and Food Sc-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373015358,,,
6373015276,,,,,,,,,,NEW6373015276,Sch Agricult and Food Sc-Senior Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6371288473,,,
6373015291,,,,,,,,,,NEW6373015291,Sch Agricult and Food Sc-Postdoctoral Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6371108089,,,
6373015358,,,,,,,,,,NEW6373015358,Sch Agricult and Food Sc-Professor,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6373015521,,,,,,,,,,NEW6373015521,Sch Agricult and Food Sc-Reader,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373016031,,,,,,,,,,NEW6373016031,Sch Agricult and Food Sc-Senior Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373015358,,,
6373016881,,,,,,,,,,NEW6373016881,Sch Agricult and Food Sc-Senior Technical Officer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373040929,,,
6373017872,,,,,,,,,,NEW6373017872,Sch Agricult and Food Sc-Postdoctoral Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW3221014078,,,
6373018292,,,,,,,,,,NEW6373018292,Sch Agricult and Food Sc-Postdoctoral Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373019992,,,,,,,,,,NEW6373019992,Sch Agricult and Food Sc-Technical Officer (Native Wild,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6371102067,,,
6373022213,,,,,,,,,,NEW6373022213,Sch Agricult and Food Sc-Senior Research Fellow,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6371108089,,,
6373022221,,,,,,,,,,NEW6373022221,Sch Agricult and Food Sc-Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
637,,,,,,,,,,SUP0000000130,Sch Agricult and Food Sc-Head of School,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP00000007,,,
6373022820,,,,,,,,,,NEW6373022820,Sch Agricult and Food Sc-Chair in Food Science and Tech,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373015358,,,
6373023104,,,,,,,,,,NEW6373023104,Sch Agricult and Food Sc-Senior Lecturer in Agribusines,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6373023131,,,,,,,,,,NEW6373023131,Sch Agricult and Food Sc-Deputy School Manager,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373023238,,,
6373023139,,,,,,,,,,NEW6373023139,Sch Agricult and Food Sc-Finance and HR Officer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6373023238,,,,,,,,,,NEW6373023238,Sch Agricult and Food Sc-School Manager,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373023310,,,,,,,,,,NEW6373023310,Sch Agricult and Food Sc-Senior Lecturer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6373002727,,,
6373023921,,,,,,,,,,NEW6373023921,Sch Agricult and Food Sc-Finance Assistant,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373024154,,,,,,,,,,NEW6373024154,Sch Agricult and Food Sc-Lecturer in Food Technology,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6371288473,,,
6373024302,,,,,,,,,,NEW6373024302,Sch Agricult and Food Sc-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373024814,,,,,,,,,,NEW6373024814,Sch Agricult and Food Sc-Academic Services Coordinator,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW1301255848,,,
6373025249,,,,,,,,,,NEW6373025249,Sch Agricult and Food Sc-Lecturer in Biometry,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373025709,,,,,,,,,,NEW6373025709,Sch Agricult and Food Sc-ARC Future Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373026011,,,,,,,,,,NEW6373026011,Sch Agricult and Food Sc-Senior Finance Officer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373023238,,,
6373026589,,,,,,,,,,NEW6373026589,Sch Agricult and Food Sc-UQ Postdoctoral ResearchFellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373001586,,,
6373026667,,,,,,,,,,NEW6373026667,Sch Agricult and Food Sc-Postdoctoral Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373004412,,,
6373026671,,,,,,,,,,NEW6373026671,Sch Agricult and Food Sc-Lecturer in Horticulture,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,SUP0000000130,,,
6373026924,,,,,,,,,,NEW6373026924,Sch Agricult and Food Sc-First Year Coordinator,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6373023238,,,
6373027072,,,,,,,,,,NEW6373027072,Sch Agricult and Food Sc-Lecturer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6371108089,,,
6373027357,,,,,,,,,,NEW6373027357,Sch Agricult and Food Sc-Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6371108089,,,
6373027372,,,,,,,,,,NEW6373027372,Sch Agricult and Food Sc-Chair in Tropical Agronomy,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373027407,,,,,,,,,,NEW6373027407,Sch Agricult and Food Sc-Lecturer in Agribusines,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6373002727,,,
6373027559,,,,,,,,,,NEW6373027559,Sch Agricult and Food Sc-Casual Finance Assistant,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
6373027637,,,,,,,,,,NEW6373027637,Sch Agricult and Food Sc-Senior Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,NEW6373027372,,,
6373027820,,,,,,,,,,NEW6373027820,Sch Agricult and Food Sc-Senior Lecturer,Multi-Department School - Acad,Gatton Campus,S29,Sch Agricult and Food Sc,NEW6371108089,,,
6373028526,,,,,,,,,,NEW6373028526,Sch Agricult and Food Sc-Unpaid Functional Reports To,Multi-Department School - Acad,St Lucia Campus,S01,Sch Agricult and Food Sc,SUP0000000130,,,
